"source_path"	"line"	"level"	"heading"
"课程记录\图形工程\02-Direct3D11渲染基础.md"	"95"	"2"	"三、 工程经验与避坑指南"
"课程记录\图形工程\02-Direct3D11渲染基础.md"	"97"	"3"	"1. 窗口渲染与 C# 消息循环卡死避坑"
"课程记录\图形工程\02-Direct3D11渲染基础.md"	"101"	"3"	"2. HLSL 文件编码报错 `X3000 Illegal character`"
"课程记录\图形工程\02-Direct3D11渲染基础.md"	"106"	"3"	"3. 着色器版本参数限制 (Profile Level)"
"课程记录\图形工程\02-Direct3D11渲染基础.md"	"109"	"3"	"4. C# 内存释放与指针语法"
"课程记录\图形工程\02-Direct3D11渲染基础.md"	"113"	"3"	"5. 学习书籍推荐（彩蛋）"
"课程记录\图形工程\03-HLSL与图形管线.md"	"1"	"1"	"HLSL 着色器开发与图形渲染管线深度解析"
"课程记录\图形工程\03-HLSL与图形管线.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\图形工程\03-HLSL与图形管线.md"	"5"	"3"	"1. 渲染管线中 CPU 代码的功能定位"
"课程记录\图形工程\03-HLSL与图形管线.md"	"17"	"3"	"2. 着色器语言体系演进"
"课程记录\图形工程\03-HLSL与图形管线.md"	"23"	"3"	"3. HLSL 基础数据类型与内存机制"
"课程记录\图形工程\03-HLSL与图形管线.md"	"54"	"3"	"4. HLSL 内置函数与数学运算"
"课程记录\图形工程\03-HLSL与图形管线.md"	"72"	"3"	"5. 控制流与布尔运算的坑点"
"课程记录\图形工程\03-HLSL与图形管线.md"	"79"	"3"	"6. 语义绑定体系 (Semantics)"
"课程记录\图形工程\03-HLSL与图形管线.md"	"86"	"3"	"7. 常量缓冲区 (Constant Buffer) 的底层逻辑与实现"
"课程记录\图形工程\03-HLSL与图形管线.md"	"116"	"3"	"8. 纹理与采样器"
"课程记录\图形工程\03-HLSL与图形管线.md"	"136"	"2"	"二、 重点术语与概念解析"
"课程记录\图形工程\03-HLSL与图形管线.md"	"151"	"2"	"三、 工程经验与避坑指南"
"课程记录\图形工程\03-HLSL与图形管线.md"	"153"	"3"	"1. 浮点数计算避坑"
"课程记录\图形工程\03-HLSL与图形管线.md"	"165"	"3"	"2. 坐标系与空间直觉的建立"
"课程记录\图形工程\03-HLSL与图形管线.md"	"174"	"3"	"3. 引擎底层机制揭秘：Unity 的 Shader 黑盒"
"课程记录\图形工程\03-HLSL与图形管线.md"	"179"	"3"	"4. 纯数学程序化渲染 (Procedural Rendering)"
"课程记录\图形工程\04-实时渲染与TA基础.md"	"1"	"1"	"实时渲染发展史与技术美术（TA）核心基础"
"课程记录\图形工程\04-实时渲染与TA基础.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\图形工程\04-实时渲染与TA基础.md"	"5"	"3"	"1. 2D点阵与早期硬件时代的起源 (1962-1980s)"
"课程记录\图形工程\04-实时渲染与TA基础.md"	"14"	"3"	"2. 早期3D与伪3D技术的探索 (1990s)"
"课程记录\图形工程\04-实时渲染与TA基础.md"	"19"	"3"	"3. 软件渲染（纯CPU）的巅峰时期 (1993-1996)"
"课程记录\图形工程\04-实时渲染与TA基础.md"	"24"	"3"	"4. 硬件加速与GPU革命（固定管线时代） (1996-2000)"
"课程记录\图形工程\04-实时渲染与TA基础.md"	"33"	"3"	"5. 可编程着色器（Programmable Shader）革命 (2001-2006)"
"课程记录\图形工程\04-实时渲染与TA基础.md"	"43"	"3"	"6. 统一着色器与现代管线架构 (2006-2010s)"
"课程记录\图形工程\04-实时渲染与TA基础.md"	"51"	"3"	"7. 基于物理的渲染（PBR）革命 (2012-至今)"
"课程记录\图形工程\04-实时渲染与TA基础.md"	"60"	"3"	"8. 光线追踪（Ray Tracing）与全局光照（GI）"
"课程记录\图形工程\04-实时渲染与TA基础.md"	"72"	"3"	"9. 前沿未来技术（AI与图形学的融合）"
"课程记录\图形工程\04-实时渲染与TA基础.md"	"78"	"3"	"10. 风格化渲染（NPR - Non-Photorealistic Rendering）"
"课程记录\图形工程\04-实时渲染与TA基础.md"	"87"	"3"	"11. 图形工程与技术美术（TA）的核心职能"
"课程记录\图形工程\04-实时渲染与TA基础.md"	"104"	"2"	"二、 重点术语与概念解析"
"课程记录\图形工程\04-实时渲染与TA基础.md"	"125"	"2"	"三、 工程经验与避坑指南"
"课程记录\图形工程\04-实时渲染与TA基础.md"	"127"	"3"	"1. 引擎与API的工程博弈"
"课程记录\图形工程\04-实时渲染与TA基础.md"	"131"	"3"	"2. 性能与效果的技术妥协"
"课程记录\图形工程\04-实时渲染与TA基础.md"	"136"	"3"	"3. 技术美术（TA）的职业避坑与工作流"
"课程记录\图形工程\04-实时渲染与TA基础.md"	"144"	"3"	"4. Q&A 与 互动探讨"
"课程记录\图形工程\05-前向渲染与内存对齐.md"	"1"	"1"	"渲染管线与前向渲染进阶：多物体、多光源与内存对齐"
"课程记录\图形工程\05-前向渲染与内存对齐.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\图形工程\05-前向渲染与内存对齐.md"	"5"	"3"	"1. RenderDoc 抓帧与逆向工程基础"
"课程记录\图形工程\05-前向渲染与内存对齐.md"	"18"	"3"	"2. 坐标系变换与 MVP 矩阵"
"课程记录\图形工程\05-前向渲染与内存对齐.md"	"25"	"3"	"3. 常量缓冲区 (Constant Buffer) 的切分与内存对齐"
"课程记录\图形工程\05-前向渲染与内存对齐.md"	"37"	"3"	"4. 深度缓冲 (Depth Buffer) 与深度测试"
"课程记录\图形工程\05-前向渲染与内存对齐.md"	"43"	"3"	"5. 光照计算基础 (Lambert 漫反射)"
"课程记录\图形工程\05-前向渲染与内存对齐.md"	"50"	"3"	"6. 多光源渲染路径探讨 (Forward Rendering)"
"课程记录\图形工程\05-前向渲染与内存对齐.md"	"62"	"3"	"7. 半透明物体的混合与遮挡悖论"
"课程记录\图形工程\05-前向渲染与内存对齐.md"	"71"	"2"	"二、 重点术语与概念解析"
"课程记录\图形工程\05-前向渲染与内存对齐.md"	"83"	"2"	"三、 工程经验与避坑指南"
"课程记录\图形工程\06-Pass、Material与ShaderLab.md"	"1"	"1"	"现代渲染引擎架构：从 Pass 到 Material 的进阶与 Unity ShaderLab 对应解析"
"课程记录\图形工程\06-Pass、Material与ShaderLab.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\图形工程\06-Pass、Material与ShaderLab.md"	"5"	"3"	"1. 光照优化回顾：单 Pass 多光源渲染"
"课程记录\图形工程\06-Pass、Material与ShaderLab.md"	"16"	"3"	"2. 模型导入与索引缓冲区 (AssimpNet 应用)"
"课程记录\图形工程\06-Pass、Material与ShaderLab.md"	"27"	"3"	"3. 渲染架构重构：Pass、Effect 与 Material"
"课程记录\图形工程\06-Pass、Material与ShaderLab.md"	"39"	"3"	"4. 优化合批与降低 SetPass Call"
"课程记录\图形工程\06-Pass、Material与ShaderLab.md"	"53"	"3"	"5. 简单描边效果 (Outline Pass) 实现"
"课程记录\图形工程\06-Pass、Material与ShaderLab.md"	"60"	"3"	"6. 关联与对照：Unity ShaderLab"
"课程记录\图形工程\06-Pass、Material与ShaderLab.md"	"68"	"2"	"二、 重点术语与概念解析"
"课程记录\图形工程\06-Pass、Material与ShaderLab.md"	"76"	"2"	"三、 工程经验与避坑指南"
"课程记录\图形工程\06-Pass、Material与ShaderLab.md"	"92"	"2"	"四、 课后作业与规划"
"课程记录\图形工程\07-PBR与光照传播.md"	"1"	"1"	"基于物理的渲染（PBR）与光照传播基础"
"课程记录\图形工程\07-PBR与光照传播.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\图形工程\07-PBR与光照传播.md"	"5"	"3"	"1. 光源与光线传播基础"
"课程记录\图形工程\07-PBR与光照传播.md"	"14"	"3"	"2. 表面反射与渲染方程"
"课程记录\图形工程\07-PBR与光照传播.md"	"24"	"3"	"3. 微表面理论与 PBR 核心（Disney Principled BRDF）"
"课程记录\图形工程\07-PBR与光照传播.md"	"47"	"3"	"4. 漫反射与能量守恒原则"
"课程记录\图形工程\07-PBR与光照传播.md"	"56"	"2"	"二、 重点术语与概念解析"
"课程记录\图形工程\07-PBR与光照传播.md"	"67"	"2"	"三、 工程经验与避坑指南"
"课程记录\图形工程\07-PBR与光照传播.md"	"69"	"3"	"1. HLSL Shader 编写与计算性能优化"
"课程记录\图形工程\07-PBR与光照传播.md"	"76"	"3"	"2. RenderDoc 图形管线排错指南"
"课程记录\图形工程\08-Unity光照与渲染管线.md"	"1"	"1"	"Unity光照系统与渲染管线核心技术剖析"
"课程记录\图形工程\08-Unity光照与渲染管线.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\图形工程\08-Unity光照与渲染管线.md"	"5"	"3"	"1. 环境光照的构成基础"
"课程记录\图形工程\08-Unity光照与渲染管线.md"	"13"	"3"	"2. 天空盒 (Skybox) 与环境反射贴图"
"课程记录\图形工程\08-Unity光照与渲染管线.md"	"21"	"3"	"3. 全局间接光照与反射烘焙"
"课程记录\图形工程\08-Unity光照与渲染管线.md"	"42"	"3"	"4. 后处理技术 (Post Processing)"
"课程记录\图形工程\08-Unity光照与渲染管线.md"	"56"	"3"	"5. 渲染路径 (Rendering Paths)"
"课程记录\图形工程\08-Unity光照与渲染管线.md"	"65"	"3"	"6. URP (通用渲染管线) 架构特性"
"课程记录\图形工程\08-Unity光照与渲染管线.md"	"73"	"3"	"7. LOD (Level of Detail) 细节层次"
"课程记录\图形工程\08-Unity光照与渲染管线.md"	"76"	"3"	"8. 阴影系统原理与精度瑕疵"
"课程记录\图形工程\08-Unity光照与渲染管线.md"	"86"	"2"	"二、 重点术语与概念解析"
"课程记录\图形工程\08-Unity光照与渲染管线.md"	"95"	"2"	"三、 工程经验与避坑指南"
"课程记录\图形工程\08-Unity光照与渲染管线.md"	"97"	"3"	"1. 材质与场景搭建的实战经验"
"课程记录\图形工程\08-Unity光照与渲染管线.md"	"103"	"3"	"2. 探针布置（TA / 地编核心杂活）"
"课程记录\图形工程\08-Unity光照与渲染管线.md"	"107"	"3"	"3. 光照烘焙与后处理防坑"
"课程记录\图形工程\09-渲染排序、表面着色与噪声.md"	"1"	"1"	"Unity Shader进阶：渲染排序、表面着色器与噪声特效解析"
"课程记录\图形工程\09-渲染排序、表面着色与噪声.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\图形工程\09-渲染排序、表面着色与噪声.md"	"5"	"3"	"1. 渲染列表与绘制顺序 (Render List & Sorting)"
"课程记录\图形工程\09-渲染排序、表面着色与噪声.md"	"16"	"3"	"2. 表面着色器 (Surface Shader) 工作流"
"课程记录\图形工程\09-渲染排序、表面着色与噪声.md"	"29"	"3"	"3. 纹理采样与法线映射 (Texture Sampling & Normal Mapping)"
"课程记录\图形工程\09-渲染排序、表面着色与噪声.md"	"38"	"3"	"4. GPU 随机数与噪声生成算法 (Noise)"
"课程记录\图形工程\09-渲染排序、表面着色与噪声.md"	"45"	"3"	"5. 燃尽特效 (Burn-out Effect) 节点实现逻辑"
"课程记录\图形工程\09-渲染排序、表面着色与噪声.md"	"55"	"2"	"二、 重点术语与概念解析"
"课程记录\图形工程\09-渲染排序、表面着色与噪声.md"	"76"	"2"	"三、 工程经验与避坑指南"
"课程记录\图形工程\09-渲染排序、表面着色与噪声.md"	"78"	"3"	"1. 开发工具的避坑与替代方案"
"课程记录\图形工程\09-渲染排序、表面着色与噪声.md"	"82"	"3"	"2. 纹理资产的导入设置红线"
"课程记录\图形工程\09-渲染排序、表面着色与噪声.md"	"89"	"3"	"3. 透明度混合与深度排序的血泪史"
"课程记录\图形工程\09-渲染排序、表面着色与噪声.md"	"93"	"3"	"4. 找工作与职业发展方向指南 (针对技术美术/TA)"
"课程记录\图形工程\10-自定义光照与NPR.md"	"1"	"1"	"Unity Built-in 表面着色器自定义光照模型与NPR渲染实现"
"课程记录\图形工程\10-自定义光照与NPR.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\图形工程\10-自定义光照与NPR.md"	"53"	"2"	"二、 重点术语与概念解析"
"课程记录\图形工程\10-自定义光照与NPR.md"	"61"	"2"	"三、 工程经验与避坑指南"
"课程记录\图形工程\11-后处理描边与水彩.md"	"1"	"1"	"游戏后处理技术：描边与水彩效果原理及Unity实现"
"课程记录\图形工程\11-后处理描边与水彩.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\图形工程\11-后处理描边与水彩.md"	"5"	"3"	"1. 内置管线后处理基础配置"
"课程记录\图形工程\11-后处理描边与水彩.md"	"18"	"3"	"2. 描边检测原理与实现 (Outline)"
"课程记录\图形工程\11-后处理描边与水彩.md"	"47"	"3"	"3. 滤波 (Filtering) 与卷积 (Convolution) 原理"
"课程记录\图形工程\11-后处理描边与水彩.md"	"56"	"3"	"4. 水彩效果实现 (Watercolor Effect)"
"课程记录\图形工程\11-后处理描边与水彩.md"	"79"	"2"	"二、 重点术语与概念解析"
"课程记录\图形工程\11-后处理描边与水彩.md"	"90"	"2"	"三、 工程经验与避坑指南"
"课程记录\图形工程\11-后处理描边与水彩.md"	"92"	"3"	"1. 深度与法线的精度问题"
"课程记录\图形工程\11-后处理描边与水彩.md"	"96"	"3"	"2. 抗锯齿 (AA) 对后处理的干扰"
"课程记录\图形工程\11-后处理描边与水彩.md"	"100"	"3"	"3. 多 Pass 的渲染资源释放"
"课程记录\图形工程\11-后处理描边与水彩.md"	"103"	"3"	"4. 内置管线与 URP 管线后处理移植困境"
"课程记录\图形工程\11-后处理描边与水彩.md"	"107"	"3"	"5. 颜色与调色的底层逻辑"
"课程记录\图形工程\12-大气散射.md"	"1"	"1"	"大气散射原理与实时渲染实现（基于 URP）"
"课程记录\图形工程\12-大气散射.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\图形工程\12-大气散射.md"	"5"	"3"	"1. 大气散射的分类与视觉表现"
"课程记录\图形工程\12-大气散射.md"	"16"	"3"	"2. 通用散射模型与消光公式"
"课程记录\图形工程\12-大气散射.md"	"24"	"3"	"3. 大气密度与尺度高度模型 (Scale Height Model)"
"课程记录\图形工程\12-大气散射.md"	"35"	"3"	"4. 离散步进积分 (Ray Marching) 与 透过率查找表 (Transmittance LUT)"
"课程记录\图形工程\12-大气散射.md"	"45"	"3"	"5. 相函数 (Phase Function)"
"课程记录\图形工程\12-大气散射.md"	"54"	"2"	"二、 重点术语与概念解析"
"课程记录\图形工程\12-大气散射.md"	"64"	"2"	"三、 工程经验与避坑指南"
"课程记录\图形工程\12-大气散射.md"	"66"	"3"	"1. Compute Shader 与 LUT 生成避坑"
"课程记录\图形工程\12-大气散射.md"	"74"	"3"	"2. URP Render Feature 半成品陷阱 (基于 Unity 2022)"
"课程记录\图形工程\12-大气散射.md"	"86"	"3"	"3. 光线步进 (Ray Marching) 的边界情况处理"
"课程记录\图形工程\13-体积云与大气散射.md"	"1"	"1"	"体积云与大气散射实时渲染进阶"
"课程记录\图形工程\13-体积云与大气散射.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\图形工程\13-体积云与大气散射.md"	"5"	"3"	"1. 大气散射回顾与预计算优化"
"课程记录\图形工程\13-体积云与大气散射.md"	"15"	"3"	"2. 太阳圆盘（Sun Disk）的渲染计算"
"课程记录\图形工程\13-体积云与大气散射.md"	"19"	"3"	"3. 体积步进采样的伪影消除与步长优化"
"课程记录\图形工程\13-体积云与大气散射.md"	"24"	"3"	"4. 体积云的基础形态与噪声雕刻"
"课程记录\图形工程\13-体积云与大气散射.md"	"38"	"3"	"5. 体积云的光照模型"
"课程记录\图形工程\13-体积云与大气散射.md"	"47"	"3"	"6. 体积云的工程性能优化方案"
"课程记录\图形工程\13-体积云与大气散射.md"	"60"	"2"	"二、 重点术语与概念解析"
"课程记录\图形工程\13-体积云与大气散射.md"	"73"	"2"	"三、 工程经验与避坑指南"
"课程记录\图形工程\14-GPU粒子与ComputeShader.md"	"1"	"1"	"GPU粒子系统与计算着色器实时模拟"
"课程记录\图形工程\14-GPU粒子与ComputeShader.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\图形工程\14-GPU粒子与ComputeShader.md"	"5"	"3"	"1. GPU粒子系统概述与性能优势"
"课程记录\图形工程\14-GPU粒子与ComputeShader.md"	"9"	"3"	"2. Compute Shader 粒子模拟机制"
"课程记录\图形工程\14-GPU粒子与ComputeShader.md"	"52"	"3"	"3. 程序化渲染与 `DrawProcedural`"
"课程记录\图形工程\14-GPU粒子与ComputeShader.md"	"75"	"3"	"4. GPU 并行计算与原子锁存操作（Atomic Operations）"
"课程记录\图形工程\14-GPU粒子与ComputeShader.md"	"90"	"3"	"5. Billboard（公告牌）渲染技术与施密特正交化相机对齐"
"课程记录\图形工程\14-GPU粒子与ComputeShader.md"	"110"	"3"	"6. 模拟与绘制分离的动态列表机制"
"课程记录\图形工程\14-GPU粒子与ComputeShader.md"	"125"	"3"	"7. Built-in 管线下的光照与多 Pass 阴影采样"
"课程记录\图形工程\14-GPU粒子与ComputeShader.md"	"138"	"2"	"二、 重点术语与概念解析"
"课程记录\图形工程\14-GPU粒子与ComputeShader.md"	"162"	"2"	"三、 工程经验与避坑指南"
"课程记录\图形工程\14-GPU粒子与ComputeShader.md"	"164"	"3"	"1. 硬件底层逻辑与《图灵完备》的启示"
"课程记录\图形工程\14-GPU粒子与ComputeShader.md"	"171"	"3"	"2. DrawProcedural 包围盒（Bounds）设置陷阱"
"课程记录\图形工程\14-GPU粒子与ComputeShader.md"	"175"	"3"	"3. Billboard 顶点绕行顺序导致的剔除错误"
"课程记录\图形工程\14-GPU粒子与ComputeShader.md"	"179"	"3"	"4. GPU 原子计数器清零的遗漏问题"
"课程记录\图形工程\14-GPU粒子与ComputeShader.md"	"183"	"3"	"5. Unity 6 与更高版本的 Built-in 兼容性警告"
"课程记录\图形工程\15-Houdini程序化建模.md"	"1"	"1"	"Houdini程序化建模基础与实践"
"课程记录\图形工程\15-Houdini程序化建模.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\图形工程\15-Houdini程序化建模.md"	"5"	"3"	"1. 三维建模基础与底层数据结构"
"课程记录\图形工程\15-Houdini程序化建模.md"	"13"	"3"	"2. Houdini 节点网络架构"
"课程记录\图形工程\15-Houdini程序化建模.md"	"21"	"3"	"3. 选择机制与组 (Group) 的程序化应用"
"课程记录\图形工程\15-Houdini程序化建模.md"	"35"	"3"	"4. 常用几何操作节点与参数"
"课程记录\图形工程\15-Houdini程序化建模.md"	"44"	"3"	"5. 布尔运算与网格重构拓扑"
"课程记录\图形工程\15-Houdini程序化建模.md"	"52"	"3"	"6. 散点、复制与体积转换控制"
"课程记录\图形工程\15-Houdini程序化建模.md"	"67"	"3"	"7. 表达式与参数化暴露"
"课程记录\图形工程\15-Houdini程序化建模.md"	"79"	"3"	"8. 循环结构 (For-Each Loop)"
"课程记录\图形工程\15-Houdini程序化建模.md"	"93"	"2"	"二、 重点术语与概念解析"
"课程记录\图形工程\15-Houdini程序化建模.md"	"110"	"2"	"三、 工程经验与避坑指南"
"课程记录\图形工程\15-Houdini程序化建模.md"	"112"	"3"	"1. 软件环境与开发推荐清单"
"课程记录\图形工程\15-Houdini程序化建模.md"	"122"	"3"	"2. 三维建模的底层思考与操作避坑"
"课程记录\图形工程\16-程序化纹理、UV与材质.md"	"1"	"1"	"程序化纹理与建模暨UV展图与材质绘制全流程解析"
"课程记录\图形工程\16-程序化纹理、UV与材质.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\图形工程\16-程序化纹理、UV与材质.md"	"5"	"3"	"1. 程序化纹理生成技术（Substance Designer）"
"课程记录\图形工程\16-程序化纹理、UV与材质.md"	"22"	"3"	"2. Houdini 程序化建模与 UV 展图原理"
"课程记录\图形工程\16-程序化纹理、UV与材质.md"	"38"	"3"	"3. Substance Painter 材质绘制原理"
"课程记录\图形工程\16-程序化纹理、UV与材质.md"	"55"	"2"	"二、 重点术语与概念解析"
"课程记录\图形工程\16-程序化纹理、UV与材质.md"	"70"	"2"	"三、 工程经验与避坑指南"
"课程记录\图形工程\17-Houdini高度场与Unity地形.md"	"1"	"1"	"Houdini 高度场地形、侵蚀分层与 Unity 地形材质全流程"
"课程记录\图形工程\17-Houdini高度场与Unity地形.md"	"3"	"2"	"一、核心知识点与原理剖析"
"课程记录\图形工程\17-Houdini高度场与Unity地形.md"	"5"	"3"	"1. 高度场地形的本质与工具选择"
"课程记录\图形工程\17-Houdini高度场与Unity地形.md"	"13"	"3"	"2. HeightField 的建立与基础塑形"
"课程记录\图形工程\17-Houdini高度场与Unity地形.md"	"56"	"3"	"3. HeightField Erode 自然侵蚀"
"课程记录\图形工程\17-Houdini高度场与Unity地形.md"	"88"	"3"	"4. 从侵蚀结果制作地形材质分层遮罩"
"课程记录\图形工程\17-Houdini高度场与Unity地形.md"	"124"	"3"	"5. 高度图与 Splat Map 导出"
"课程记录\图形工程\17-Houdini高度场与Unity地形.md"	"171"	"3"	"6. Substance Designer 制作 Terrain Layer 材质"
"课程记录\图形工程\17-Houdini高度场与Unity地形.md"	"187"	"2"	"二、重点术语与概念解析"
"课程记录\图形工程\17-Houdini高度场与Unity地形.md"	"203"	"2"	"三、工程经验与避坑指南"
"课程记录\图形工程\17-Houdini高度场与Unity地形.md"	"205"	"3"	"1. 导出、精度与颜色空间"
"课程记录\图形工程\17-Houdini高度场与Unity地形.md"	"212"	"3"	"2. 软件崩溃与恢复"
"课程记录\图形工程\17-Houdini高度场与Unity地形.md"	"219"	"3"	"3. 地形材质的真实限制"
"课程记录\图形工程\18-程序化树、PDG与LOD.md"	"1"	"1"	"Houdini 程序化树木、PDG 批量生成、LOD 与地形物件材质"
"课程记录\图形工程\18-程序化树、PDG与LOD.md"	"3"	"2"	"一、核心知识点与原理剖析"
"课程记录\图形工程\18-程序化树、PDG与LOD.md"	"5"	"3"	"1. Labs Tree 程序化树木系统"
"课程记录\图形工程\18-程序化树、PDG与LOD.md"	"55"	"3"	"2. 叶簇卡片：把几何复杂度烘焙到贴图"
"课程记录\图形工程\18-程序化树、PDG与LOD.md"	"92"	"3"	"3. Unity 叶片 Shader 与植被着色"
"课程记录\图形工程\18-程序化树、PDG与LOD.md"	"140"	"3"	"4. PDG/TOPs 批量生成树木变体"
"课程记录\图形工程\18-程序化树、PDG与LOD.md"	"168"	"3"	"5. Houdini Engine for Unity、材质属性与 LOD"
"课程记录\图形工程\18-程序化树、PDG与LOD.md"	"202"	"3"	"6. HDA 地形物件：悬崖、洞穴与岩块"
"课程记录\图形工程\18-程序化树、PDG与LOD.md"	"230"	"3"	"7. 地形物件的顶点色遮罩与三向采样"
"课程记录\图形工程\18-程序化树、PDG与LOD.md"	"268"	"2"	"二、重点术语与概念解析"
"课程记录\图形工程\18-程序化树、PDG与LOD.md"	"285"	"2"	"三、工程经验与避坑指南"
"课程记录\图形工程\18-程序化树、PDG与LOD.md"	"287"	"3"	"1. 面数、卡片与 LOD"
"课程记录\图形工程\18-程序化树、PDG与LOD.md"	"294"	"3"	"2. 法线、双面与导入比例"
"课程记录\图形工程\18-程序化树、PDG与LOD.md"	"301"	"3"	"3. 植被着色的常见错误"
"课程记录\图形工程\18-程序化树、PDG与LOD.md"	"308"	"3"	"4. PDG 与 Houdini Engine 管线"
"课程记录\图形工程\18-程序化树、PDG与LOD.md"	"315"	"3"	"5. Triplanar 与移动端性能"
"课程记录\图形工程\18-程序化树、PDG与LOD.md"	"322"	"3"	"6. TA 项目职责与课程总结"
"课程记录\数据结构和算法\01-算法基础与递归枚举.md"	"1"	"1"	"算法基础与递归枚举：从逻辑重构到工程实践"
"课程记录\数据结构和算法\01-算法基础与递归枚举.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\数据结构和算法\01-算法基础与递归枚举.md"	"5"	"3"	"1. 算法的定义与本质"
"课程记录\数据结构和算法\01-算法基础与递归枚举.md"	"14"	"3"	"2. 经典算法设计问题引入"
"课程记录\数据结构和算法\01-算法基础与递归枚举.md"	"42"	"3"	"3. 算法评价标准（复杂度分析）"
"课程记录\数据结构和算法\01-算法基础与递归枚举.md"	"69"	"3"	"4. 枚举法剖析"
"课程记录\数据结构和算法\01-算法基础与递归枚举.md"	"118"	"3"	"5. 递归与回溯算法"
"课程记录\数据结构和算法\01-算法基础与递归枚举.md"	"157"	"2"	"二、 重点术语与概念解析"
"课程记录\数据结构和算法\01-算法基础与递归枚举.md"	"174"	"2"	"三、 工程经验与避坑指南"
"课程记录\数据结构和算法\01-算法基础与递归枚举.md"	"176"	"3"	"1. 变量命名规范"
"课程记录\数据结构和算法\01-算法基础与递归枚举.md"	"180"	"3"	"2. 评测系统（Evaluator）兼容性陷阱"
"课程记录\数据结构和算法\01-算法基础与递归枚举.md"	"201"	"3"	"3. WA (答案错误) 调试手段"
"课程记录\数据结构和算法\01-算法基础与递归枚举.md"	"205"	"3"	"4. 递归与回溯的常见逻辑漏洞"
"课程记录\数据结构和算法\01-算法基础与递归枚举.md"	"209"	"3"	"5. 数据范围与边界溢出"
"课程记录\数据结构和算法\01-算法基础与递归枚举.md"	"221"	"2"	"四、 课后算法习题核心代码实现 (C#)"
"课程记录\数据结构和算法\01-算法基础与递归枚举.md"	"223"	"3"	"1. 怪味豆最大值寻找 (1001)"
"课程记录\数据结构和算法\01-算法基础与递归枚举.md"	"266"	"3"	"2. 乱码单词匹配 (1002)"
"课程记录\数据结构和算法\01-算法基础与递归枚举.md"	"316"	"3"	"3. 最长回文子串 (1004)"
"课程记录\数据结构和算法\01-算法基础与递归枚举.md"	"368"	"3"	"4. 分数分解 (1005)"
"课程记录\数据结构和算法\01-算法基础与递归枚举.md"	"412"	"3"	"5. 全排列生成 (1006)"
"课程记录\数据结构和算法\01-算法基础与递归枚举.md"	"468"	"3"	"6. 糖果分解 / 整数拆分 (1007)"
"课程记录\数据结构和算法\01-算法基础与递归枚举.md"	"515"	"3"	"7. 行李装箱问题 (1008)"
"课程记录\数据结构和算法\02-渐进分析与分治.md"	"1"	"1"	"算法分析、渐进记号与分治策略"
"课程记录\数据结构和算法\02-渐进分析与分治.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\数据结构和算法\02-渐进分析与分治.md"	"5"	"3"	"1. 插入排序 (Insertion Sort)"
"课程记录\数据结构和算法\02-渐进分析与分治.md"	"50"	"3"	"2. 渐进记号与函数增长率"
"课程记录\数据结构和算法\02-渐进分析与分治.md"	"79"	"3"	"3. 分治策略 (Divide and Conquer)"
"课程记录\数据结构和算法\02-渐进分析与分治.md"	"89"	"3"	"4. 归并排序 (Merge Sort)"
"课程记录\数据结构和算法\02-渐进分析与分治.md"	"139"	"3"	"5. 逆序对问题 (Inversion Pairs)"
"课程记录\数据结构和算法\02-渐进分析与分治.md"	"183"	"3"	"6. 二分查找 (Binary Search)"
"课程记录\数据结构和算法\02-渐进分析与分治.md"	"217"	"3"	"7. 最大子数组问题 (Maximum Subarray Problem)"
"课程记录\数据结构和算法\02-渐进分析与分治.md"	"268"	"3"	"8. 课后思考题与算法扩展"
"课程记录\数据结构和算法\02-渐进分析与分治.md"	"303"	"2"	"二、 重点术语与概念解析"
"课程记录\数据结构和算法\02-渐进分析与分治.md"	"319"	"2"	"三、 工程经验与避坑指南"
"课程记录\数据结构和算法\03-排序、线性结构、树图与散列.md"	"1"	"1"	"数据结构与算法：快速排序、线性数据结构、图与树、二叉堆及散列表"
"课程记录\数据结构和算法\03-排序、线性结构、树图与散列.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\数据结构和算法\03-排序、线性结构、树图与散列.md"	"5"	"3"	"1. 分治算法之快速排序（Quick Sort）"
"课程记录\数据结构和算法\03-排序、线性结构、树图与散列.md"	"56"	"3"	"2. 基本线性数据结构与哨兵节点"
